age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,pace,shooting,passing,dribbling,defending,physicality,att_work_rate,def_work_rate,growth,preferred_foot_Left,preferred_foot_Right
1.0,0.03977360822253302,0.1970696055831479,0.06624979846427886,-0.03871630933138431,0.4300001406046371,-0.3047030310565538,0.07510985693361602,0.14354710962154535,-0.05288353459624917,0.25375884944673965,0.1083475383749805,0.12500509078186872,0.054175283400435266,-0.21857846827183358,-0.12188962642398143,-0.19275270648853698,0.24317850795616427,0.33622369878362396,0.1620369759540951,0.25109555586831034,0.40581033547285894,0.05286864061468163,0.1547433085146349,-0.8734939929810562,-0.007641648711042286,0.007641648711042269
0.03977360822253302,1.0,0.7431925273811707,0.03926432538282356,0.02849700447079857,0.03304397852913264,0.009702311124238232,0.011487324558953245,0.0251890018353914,-0.17276869510273865,0.03306055436014204,-0.09971232172852654,-0.2693960427561019,0.01184759362888502,-0.038395189575623476,0.0006692117457967256,-0.4029046022166745,-0.19972097370791217,-0.2570965561871999,-0.39341081493113533,0.22999572802226229,0.47876398470630616,-0.1769395425050669,0.06366677642308421,-0.029758292276146618,-0.04016737105828767,0.0401673710582889
0.1970696055831479,0.7431925273811707,1.0,0.06678039320838365,0.028898021115804515,0.14730392619564114,-0.004648323537653709,0.050436528358431244,0.06920494731202813,-0.15531574746386384,0.08613008756332519,-0.05960564479500202,-0.19334000898800485,0.04507860395925146,-0.08723393958517492,-0.0162866048536809,-0.3536568222647657,-0.09570631571158558,-0.15358980282487353,-0.28396345554000224,0.234138423159138,0.5697265429215967,-0.1303414545155951,0.10161945509869333,-0.18670181200139363,-0.04344517537317889,0.04344517537317895
0.06624979846427886,0.03926432538282356,0.06678039320838365,1.0,0.27287778571164456,0.405006641162889,0.377890943647634,0.2527471739638459,0.19095033663961808,0.05351567218964345,0.14902633865022027,0.05829141932985212,0.22551538578317962,0.2593597114802343,-0.007709189242301427,0.11462618801133674,0.0277768679709904,0.21817788281557127,0.2803901672428082,0.26761475849702016,0.08995838284456265,0.07953686465438321,0.024168107619849742,-0.012971026039216614,-0.07253565701240033,0.03152472484345158,-0.031524724843451625
-0.03871630933138431,0.02849700447079857,0.028898021115804515,0.27287778571164456,1.0,0.5271963202350106,0.594617124795744,0.693981572062422,0.722690977899586,0.04525299914993573,0.4933249520655076,0.11655959866901051,0.3007605809495526,0.700282835453107,0.05056775545610597,0.22827379555222518,0.11120410680746864,0.2579449937327374,0.3815315581618385,0.36796109241224273,0.17320371169053803,0.12055769531021782,0.09888443622396062,0.059542735406899326,0.0214762360359313,0.031093738545660516,-0.031093738545660554
0.4300001406046371,0.03304397852913264,0.14730392619564114,0.405006641162889,0.5271963202350106,1.0,0.6441199018791484,0.6623338492799494,0.5854055665814935,0.0747486855183638,0.4816948129659734,0.22763078074154358,0.5211129380887304,0.6492479989474581,-0.17514416585520173,0.1784865119942202,0.1806472837204899,0.5388107713293636,0.7225201375762049,0.6454564500150157,0.3077302151369608,0.47191291654147416,0.19942162046330084,0.16573726197857563,-0.5050955328793526,0.016904337208998355,-0.016904337208998404
-0.3047030310565538,0.009702311124238232,-0.004648323537653709,0.377890943647634,0.594617124795744,0.6441199018791484,1.0,0.590777500589067,0.47584145518458293,0.11865245647122279,0.3357748642234862,0.14574677024932647,0.40121334065940195,0.5969765884781589,0.018528157962409055,0.2668667137122854,0.23552636153655018,0.3314774414284548,0.447017965431928,0.48157001224752094,0.129354882404083,0.12228144723514574,0.13010245005647272,0.05107634694223467,0.3348363203489856,0.019314768092580193,-0.019314768092580203
0.07510985693361602,0.011487324558953245,0.050436528358431244,0.2527471739638459,0.693981572062422,0.6623338492799494,0.590777500589067,1.0,0.8592407089782277,0.11104868017727264,0.6289574943070834,0.16768816360519506,0.394987862873765,0.9929172167683114,-0.0798801114963728,0.2142459408397783,0.17800960755286538,0.3730183148925213,0.4782143217849414,0.46118750263965264,0.14171089007777762,0.21486859414765724,0.1450146604505579,0.09120832523227737,-0.14932588133470265,0.008954246479061064,-0.008954246479061082
0.14354710962154535,0.0251890018353914,0.06920494731202813,0.19095033663961808,0.722690977899586,0.5854055665814935,0.47584145518458293,0.8592407089782277,1.0,0.07558687878491015,0.654435688844153,0.14515686667457464,0.33121597555280724,0.8561799093151542,-0.06579930030746114,0.1559020948135447,0.11983202393734348,0.3218842164090751,0.4249756981129426,0.3956431601269005,0.15038649969389886,0.20336605012475847,0.11854594963263576,0.09382453824242079,-0.18424357489672488,0.010912087274599008,-0.01091208727459902
-0.05288353459624917,-0.17276869510273865,-0.15531574746386384,0.05351567218964345,0.04525299914993573,0.0747486855183638,0.11865245647122279,0.11104868017727264,0.07558687878491015,1.0,0.0695263561604395,0.16637336283832088,0.3215744195966897,0.10721894584177126,0.05395608400097242,0.03237871998120443,0.13710803536478702,0.47268571393478165,0.24237732563758205,0.3393123886707103,-0.45412906119856045,-0.2472373554091334,0.10060755965986241,-0.017713673856800165,0.041795863927985885,-0.08524824453003213,0.08524824453003212
